DAT	W	Wroot	OMN	OMS	Tsoil	Eh	Com	Cr	P	FEh	Ebl	Ep	E
254.0	866.1108016486378	83.42296217562466	120.79917224493043	126.01065598213454	14.128000000000002	-5.640727270433604	0.5758797316099161	8.45744775662212	0.1080443179226609	0.1947435415406931	0.0024008131679294246	0.025868675826841128	0.028269488994770553
255.0	868.4551220144496	83.63299893424767	120.21967903620234	125.94349003314483	15.192	-7.125048697580759	0.646659157717802	8.486072371835336	0.12376908159794028	0.1980472880842935	0.002818540013725642	0.02907995052340999	0.03189849053713563
256.0	870.6345493366588	83.82822703970726	119.52180290386852	125.8622563778328	16.636000000000003	-8.545247191433479	0.7791097876458513	8.512700944178263	0.1488900784174693	0.20126076666383408	0.003495604319079263	0.034326943068074316	0.03782254738715358
257.0	872.6599130506258	84.00962411757553	118.84474247984534	125.78303665891839	17.928	-9.904092934957156	0.7562801429375907	8.537462088615703	0.16680609209958067	0.20438422241061396	0.004011732491656124	0.03773543045094341	0.04174716294259953
258.0	874.5414402873625	84.17811266720014	118.08682416175766	125.69390705110754	18.232	-11.204236418242472	0.847047925898524	8.56047763303325	0.1790299380748316	0.20741811287943054	0.004322133977001589	0.03973860805178473	0.04406074202878632
259.0	876.2887734487582	84.3345617973032	117.42021097931651	125.61506749481065	16.636000000000003	-12.44821361528771	0.7454527387380523	8.581862755070798	0.15461704937124968	0.2103630890683185	0.0036082662659485125	0.03367261394050528	0.037280880206453794
260.0	877.910989893953	84.4797891308001	116.87350651825044	125.5500831135929	16.104	-13.638450935411269	0.6116888422838173	8.60172615420359	0.14280397761784447	0.21321997719849656	0.0032884000638845365	0.03051239590775347	0.03380079597163801
261.0	879.4166231921356	84.61456283213931	116.32636503565149	125.4847763647633	15.268	-14.777269959522293	0.6124482314285339	8.620170251454025	0.13535262172638624	0.2159897613039443	0.0030521584338038615	0.028372948656145713	0.031425107089949576
262.0	880.8136854731831	84.73960371713383	115.81425086569551	125.42339491146025	15.572	-15.866891970897292	0.5734956232590347	8.63729141010842	0.13836765856283764	0.21867356666581889	0.0031380770770363395	0.028455124142609266	0.03159320121964561
263.0	882.1096904765949	84.85558741128409	115.20781273510849	125.35042219046431	16.408	-16.909442289594008	0.679410851582967	8.653180171721937	0.15672570092670177	0.22127264411441758	0.003617176274794432	0.0316185169311178	0.03523569320591223
264.0	883.3116769612042	84.96314652799242	114.36891160045519	125.24900486765881	19.144	-17.906954419167278	0.9403184574588043	8.667921502520782	0.21572751568947193	0.22378835521048307	0.005246718706642408	0.04269435024801982	0.04794106895466223
265.0	884.4262321934399	85.06287284286418	113.25761521592416	125.11378089587627	22.944000000000003	-18.86137401392553	1.2465203563135767	8.68159504605382	0.3203914350973628	0.22622215830821707	0.008260514797225485	0.06220115113674966	0.07046166593397515
